"week","tweets","tweets.cum","date","state.abb","Commodity","progress.NASS","tweets.tot","tweets.fit","fit.deriv2","tweets.cum.sub","progress.twitter","crop","wk.buffer.start","wk.buffer.end"
21,2,29,2017-05-28,"MI","CORN",82,38,27.1399737807622,-0.730670691286445,24,80,"corn",2,3
22,2,31,2017-06-04,"MI","CORN",91,38,30.3911409497052,-0.802217539871393,26,86.6666666666667,"corn",2,3
23,2,33,2017-06-11,"MI","CORN",96,38,32.8535687977287,-0.713360032977173,28,93.3333333333333,"corn",2,3
24,1,34,NA,"MI",NA,NA,38,34.6080329935045,-0.558001149388535,29,96.6666666666667,"corn",2,3
25,1,35,NA,"MI",NA,NA,38,35.8043572918689,-0.402325762155184,30,100,"corn",2,3
14,0,5,2017-04-09,"MI","CORN",0,38,3.25895949099439,0.542767211467024,0,0,"corn",2,4
15,0,5,2017-04-16,"MI","CORN",0,38,4.95447570302293,0.700336382828269,0,0,"corn",2,4
16,1,6,2017-04-23,"MI","CORN",1,38,7.34559340305682,0.799223689636791,1,3.33333333333333,"corn",2,4
17,2,8,2017-04-30,"MI","CORN",5,38,10.5232212968594,0.74645520141443,3,10,"corn",2,4
18,4,12,2017-05-07,"MI","CORN",10,38,14.4284554771756,0.473510072444361,7,23.3333333333333,"corn",2,4
19,5,17,2017-05-14,"MI","CORN",30,38,18.791778262698,0.0228896677694348,12,40,"corn",2,4
20,10,27,2017-05-21,"MI","CORN",67,38,23.1771774094317,-0.437051645942502,22,73.3333333333333,"corn",2,4
21,2,29,2017-05-28,"MI","CORN",82,38,27.1399737807622,-0.730670691286445,24,80,"corn",2,4
22,2,31,2017-06-04,"MI","CORN",91,38,30.3911409497052,-0.802217539871393,26,86.6666666666667,"corn",2,4
23,2,33,2017-06-11,"MI","CORN",96,38,32.8535687977287,-0.713360032977173,28,93.3333333333333,"corn",2,4
24,1,34,NA,"MI",NA,NA,38,34.6080329935045,-0.558001149388535,29,96.6666666666667,"corn",2,4
25,1,35,NA,"MI",NA,NA,38,35.8043572918689,-0.402325762155184,30,100,"corn",2,4
26,0,35,NA,"MI",NA,NA,38,36.595864925825,-0.275365740632627,30,100,"corn",2,4
14,0,5,2017-04-09,"MI","CORN",0,38,3.25895949099439,0.542767211467024,0,0,"corn",2,5
15,0,5,2017-04-16,"MI","CORN",0,38,4.95447570302293,0.700336382828269,0,0,"corn",2,5
16,1,6,2017-04-23,"MI","CORN",1,38,7.34559340305682,0.799223689636791,1,3.2258064516129,"corn",2,5
17,2,8,2017-04-30,"MI","CORN",5,38,10.5232212968594,0.74645520141443,3,9.67741935483871,"corn",2,5
18,4,12,2017-05-07,"MI","CORN",10,38,14.4284554771756,0.473510072444361,7,22.5806451612903,"corn",2,5
19,5,17,2017-05-14,"MI","CORN",30,38,18.791778262698,0.0228896677694348,12,38.7096774193548,"corn",2,5
20,10,27,2017-05-21,"MI","CORN",67,38,23.1771774094317,-0.437051645942502,22,70.9677419354839,"corn",2,5
21,2,29,2017-05-28,"MI","CORN",82,38,27.1399737807622,-0.730670691286445,24,77.4193548387097,"corn",2,5
22,2,31,2017-06-04,"MI","CORN",91,38,30.3911409497052,-0.802217539871393,26,83.8709677419355,"corn",2,5
23,2,33,2017-06-11,"MI","CORN",96,38,32.8535687977287,-0.713360032977173,28,90.3225806451613,"corn",2,5
24,1,34,NA,"MI",NA,NA,38,34.6080329935045,-0.558001149388535,29,93.5483870967742,"corn",2,5
25,1,35,NA,"MI",NA,NA,38,35.8043572918689,-0.402325762155184,30,96.7741935483871,"corn",2,5
26,0,35,NA,"MI",NA,NA,38,36.595864925825,-0.275365740632627,30,96.7741935483871,"corn",2,5
27,1,36,NA,"MI",NA,NA,38,37.1091412287498,-0.182324908328107,31,100,"corn",2,5
13,0,5,NA,"MI",NA,NA,38,2.10669046293551,0.389033819323632,0,0,"corn",3,0
14,0,5,2017-04-09,"MI","CORN",0,38,3.25895949099439,0.542767211467024,0,0,"corn",3,0
15,0,5,2017-04-16,"MI","CORN",0,38,4.95447570302293,0.700336382828269,0,0,"corn",3,0
16,1,6,2017-04-23,"MI","CORN",1,38,7.34559340305682,0.799223689636791,1,3.84615384615385,"corn",3,0
17,2,8,2017-04-30,"MI","CORN",5,38,10.5232212968594,0.74645520141443,3,11.5384615384615,"corn",3,0
18,4,12,2017-05-07,"MI","CORN",10,38,14.4284554771756,0.473510072444361,7,26.9230769230769,"corn",3,0
19,5,17,2017-05-14,"MI","CORN",30,38,18.791778262698,0.0228896677694348,12,46.1538461538462,"corn",3,0
20,10,27,2017-05-21,"MI","CORN",67,38,23.1771774094317,-0.437051645942502,22,84.6153846153846,"corn",3,0
21,2,29,2017-05-28,"MI","CORN",82,38,27.1399737807622,-0.730670691286445,24,92.3076923076923,"corn",3,0
22,2,31,2017-06-04,"MI","CORN",91,38,30.3911409497052,-0.802217539871393,26,100,"corn",3,0
13,0,5,NA,"MI",NA,NA,38,2.10669046293551,0.389033819323632,0,0,"corn",3,1
14,0,5,2017-04-09,"MI","CORN",0,38,3.25895949099439,0.542767211467024,0,0,"corn",3,1
15,0,5,2017-04-16,"MI","CORN",0,38,4.95447570302293,0.700336382828269,0,0,"corn",3,1
16,1,6,2017-04-23,"MI","CORN",1,38,7.34559340305682,0.799223689636791,1,3.57142857142857,"corn",3,1
17,2,8,2017-04-30,"MI","CORN",5,38,10.5232212968594,0.74645520141443,3,10.7142857142857,"corn",3,1
18,4,12,2017-05-07,"MI","CORN",10,38,14.4284554771756,0.473510072444361,7,25,"corn",3,1
19,5,17,2017-05-14,"MI","CORN",30,38,18.791778262698,0.0228896677694348,12,42.8571428571429,"corn",3,1
20,10,27,2017-05-21,"MI","CORN",67,38,23.1771774094317,-0.437051645942502,22,78.5714285714286,"corn",3,1
21,2,29,2017-05-28,"MI","CORN",82,38,27.1399737807622,-0.730670691286445,24,85.7142857142857,"corn",3,1
22,2,31,2017-06-04,"MI","CORN",91,38,30.3911409497052,-0.802217539871393,26,92.8571428571429,"corn",3,1
23,2,33,2017-06-11,"MI","CORN",96,38,32.8535687977287,-0.713360032977173,28,100,"corn",3,1
13,0,5,NA,"MI",NA,NA,38,2.10669046293551,0.389033819323632,0,0,"corn",3,2
14,0,5,2017-04-09,"MI","CORN",0,38,3.25895949099439,0.542767211467024,0,0,"corn",3,2
15,0,5,2017-04-16,"MI","CORN",0,38,4.95447570302293,0.700336382828269,0,0,"corn",3,2
16,1,6,2017-04-23,"MI","CORN",1,38,7.34559340305682,0.799223689636791,1,3.44827586206897,"corn",3,2
17,2,8,2017-04-30,"MI","CORN",5,38,10.5232212968594,0.74645520141443,3,10.3448275862069,"corn",3,2
18,4,12,2017-05-07,"MI","CORN",10,38,14.4284554771756,0.473510072444361,7,24.1379310344828,"corn",3,2
19,5,17,2017-05-14,"MI","CORN",30,38,18.791778262698,0.0228896677694348,12,41.3793103448276,"corn",3,2
20,10,27,2017-05-21,"MI","CORN",67,38,23.1771774094317,-0.437051645942502,22,75.8620689655172,"corn",3,2
21,2,29,2017-05-28,"MI","CORN",82,38,27.1399737807622,-0.730670691286445,24,82.7586206896552,"corn",3,2
22,2,31,2017-06-04,"MI","CORN",91,38,30.3911409497052,-0.802217539871393,26,89.6551724137931,"corn",3,2
23,2,33,2017-06-11,"MI","CORN",96,38,32.8535687977287,-0.713360032977173,28,96.551724137931,"corn",3,2
24,1,34,NA,"MI",NA,NA,38,34.6080329935045,-0.558001149388535,29,100,"corn",3,2
13,0,5,NA,"MI",NA,NA,38,2.10669046293551,0.389033819323632,0,0,"corn",3,3
14,0,5,2017-04-09,"MI","CORN",0,38,3.25895949099439,0.542767211467024,0,0,"corn",3,3
15,0,5,2017-04-16,"MI","CORN",0,38,4.95447570302293,0.700336382828269,0,0,"corn",3,3
16,1,6,2017-04-23,"MI","CORN",1,38,7.34559340305682,0.799223689636791,1,3.33333333333333,"corn",3,3
17,2,8,2017-04-30,"MI","CORN",5,38,10.5232212968594,0.74645520141443,3,10,"corn",3,3
18,4,12,2017-05-07,"MI","CORN",10,38,14.4284554771756,0.473510072444361,7,23.3333333333333,"corn",3,3
19,5,17,2017-05-14,"MI","CORN",30,38,18.791778262698,0.0228896677694348,12,40,"corn",3,3
20,10,27,2017-05-21,"MI","CORN",67,38,23.1771774094317,-0.437051645942502,22,73.3333333333333,"corn",3,3
21,2,29,2017-05-28,"MI","CORN",82,38,27.1399737807622,-0.730670691286445,24,80,"corn",3,3
22,2,31,2017-06-04,"MI","CORN",91,38,30.3911409497052,-0.802217539871393,26,86.6666666666667,"corn",3,3
23,2,33,2017-06-11,"MI","CORN",96,38,32.8535687977287,-0.713360032977173,28,93.3333333333333,"corn",3,3
24,1,34,NA,"MI",NA,NA,38,34.6080329935045,-0.558001149388535,29,96.6666666666667,"corn",3,3
25,1,35,NA,"MI",NA,NA,38,35.8043572918689,-0.402325762155184,30,100,"corn",3,3
13,0,5,NA,"MI",NA,NA,38,2.10669046293551,0.389033819323632,0,0,"corn",3,4
14,0,5,2017-04-09,"MI","CORN",0,38,3.25895949099439,0.542767211467024,0,0,"corn",3,4
15,0,5,2017-04-16,"MI","CORN",0,38,4.95447570302293,0.700336382828269,0,0,"corn",3,4
16,1,6,2017-04-23,"MI","CORN",1,38,7.34559340305682,0.799223689636791,1,3.33333333333333,"corn",3,4
17,2,8,2017-04-30,"MI","CORN",5,38,10.5232212968594,0.74645520141443,3,10,"corn",3,4
18,4,12,2017-05-07,"MI","CORN",10,38,14.4284554771756,0.473510072444361,7,23.3333333333333,"corn",3,4
19,5,17,2017-05-14,"MI","CORN",30,38,18.791778262698,0.0228896677694348,12,40,"corn",3,4
20,10,27,2017-05-21,"MI","CORN",67,38,23.1771774094317,-0.437051645942502,22,73.3333333333333,"corn",3,4
21,2,29,2017-05-28,"MI","CORN",82,38,27.1399737807622,-0.730670691286445,24,80,"corn",3,4
22,2,31,2017-06-04,"MI","CORN",91,38,30.3911409497052,-0.802217539871393,26,86.6666666666667,"corn",3,4
23,2,33,2017-06-11,"MI","CORN",96,38,32.8535687977287,-0.713360032977173,28,93.3333333333333,"corn",3,4
24,1,34,NA,"MI",NA,NA,38,34.6080329935045,-0.558001149388535,29,96.6666666666667,"corn",3,4
25,1,35,NA,"MI",NA,NA,38,35.8043572918689,-0.402325762155184,30,100,"corn",3,4
26,0,35,NA,"MI",NA,NA,38,36.595864925825,-0.275365740632627,30,100,"corn",3,4
13,0,5,NA,"MI",NA,NA,38,2.10669046293551,0.389033819323632,0,0,"corn",3,5
14,0,5,2017-04-09,"MI","CORN",0,38,3.25895949099439,0.542767211467024,0,0,"corn",3,5
15,0,5,2017-04-16,"MI","CORN",0,38,4.95447570302293,0.700336382828269,0,0,"corn",3,5
16,1,6,2017-04-23,"MI","CORN",1,38,7.34559340305682,0.799223689636791,1,3.2258064516129,"corn",3,5
17,2,8,2017-04-30,"MI","CORN",5,38,10.5232212968594,0.74645520141443,3,9.67741935483871,"corn",3,5
18,4,12,2017-05-07,"MI","CORN",10,38,14.4284554771756,0.473510072444361,7,22.5806451612903,"corn",3,5
19,5,17,2017-05-14,"MI","CORN",30,38,18.791778262698,0.0228896677694348,12,38.7096774193548,"corn",3,5
20,10,27,2017-05-21,"MI","CORN",67,38,23.1771774094317,-0.437051645942502,22,70.9677419354839,"corn",3,5
21,2,29,2017-05-28,"MI","CORN",82,38,27.1399737807622,-0.730670691286445,24,77.4193548387097,"corn",3,5
22,2,31,2017-06-04,"MI","CORN",91,38,30.3911409497052,-0.802217539871393,26,83.8709677419355,"corn",3,5
23,2,33,2017-06-11,"MI","CORN",96,38,32.8535687977287,-0.713360032977173,28,90.3225806451613,"corn",3,5
24,1,34,NA,"MI",NA,NA,38,34.6080329935045,-0.558001149388535,29,93.5483870967742,"corn",3,5
25,1,35,NA,"MI",NA,NA,38,35.8043572918689,-0.402325762155184,30,96.7741935483871,"corn",3,5
26,0,35,NA,"MI",NA,NA,38,36.595864925825,-0.275365740632627,30,96.7741935483871,"corn",3,5
27,1,36,NA,"MI",NA,NA,38,37.1091412287498,-0.182324908328107,31,100,"corn",3,5
12,0,4,NA,"MI",NA,NA,38,1.34604372198937,0.265265307379793,0,0,"corn",4,0
13,1,5,NA,"MI",NA,NA,38,2.10669046293551,0.389033819323632,1,3.7037037037037,"corn",4,0
14,0,5,2017-04-09,"MI","CORN",0,38,3.25895949099439,0.542767211467024,1,3.7037037037037,"corn",4,0
15,0,5,2017-04-16,"MI","CORN",0,38,4.95447570302293,0.700336382828269,1,3.7037037037037,"corn",4,0
16,1,6,2017-04-23,"MI","CORN",1,38,7.34559340305682,0.799223689636791,2,7.40740740740741,"corn",4,0
17,2,8,2017-04-30,"MI","CORN",5,38,10.5232212968594,0.74645520141443,4,14.8148148148148,"corn",4,0
18,4,12,2017-05-07,"MI","CORN",10,38,14.4284554771756,0.473510072444361,8,29.6296296296296,"corn",4,0
19,5,17,2017-05-14,"MI","CORN",30,38,18.791778262698,0.0228896677694348,13,48.1481481481481,"corn",4,0
20,10,27,2017-05-21,"MI","CORN",67,38,23.1771774094317,-0.437051645942502,23,85.1851851851852,"corn",4,0
21,2,29,2017-05-28,"MI","CORN",82,38,27.1399737807622,-0.730670691286445,25,92.5925925925926,"corn",4,0
22,2,31,2017-06-04,"MI","CORN",91,38,30.3911409497052,-0.802217539871393,27,100,"corn",4,0
12,0,4,NA,"MI",NA,NA,38,1.34604372198937,0.265265307379793,0,0,"corn",4,1
13,1,5,NA,"MI",NA,NA,38,2.10669046293551,0.389033819323632,1,3.44827586206897,"corn",4,1
14,0,5,2017-04-09,"MI","CORN",0,38,3.25895949099439,0.542767211467024,1,3.44827586206897,"corn",4,1
15,0,5,2017-04-16,"MI","CORN",0,38,4.95447570302293,0.700336382828269,1,3.44827586206897,"corn",4,1
16,1,6,2017-04-23,"MI","CORN",1,38,7.34559340305682,0.799223689636791,2,6.89655172413793,"corn",4,1
17,2,8,2017-04-30,"MI","CORN",5,38,10.5232212968594,0.74645520141443,4,13.7931034482759,"corn",4,1
18,4,12,2017-05-07,"MI","CORN",10,38,14.4284554771756,0.473510072444361,8,27.5862068965517,"corn",4,1
19,5,17,2017-05-14,"MI","CORN",30,38,18.791778262698,0.0228896677694348,13,44.8275862068966,"corn",4,1
20,10,27,2017-05-21,"MI","CORN",67,38,23.1771774094317,-0.437051645942502,23,79.3103448275862,"corn",4,1
21,2,29,2017-05-28,"MI","CORN",82,38,27.1399737807622,-0.730670691286445,25,86.2068965517241,"corn",4,1
22,2,31,2017-06-04,"MI","CORN",91,38,30.3911409497052,-0.802217539871393,27,93.1034482758621,"corn",4,1
23,2,33,2017-06-11,"MI","CORN",96,38,32.8535687977287,-0.713360032977173,29,100,"corn",4,1
12,0,4,NA,"MI",NA,NA,38,1.34604372198937,0.265265307379793,0,0,"corn",4,2
13,1,5,NA,"MI",NA,NA,38,2.10669046293551,0.389033819323632,1,3.33333333333333,"corn",4,2
14,0,5,2017-04-09,"MI","CORN",0,38,3.25895949099439,0.542767211467024,1,3.33333333333333,"corn",4,2
15,0,5,2017-04-16,"MI","CORN",0,38,4.95447570302293,0.700336382828269,1,3.33333333333333,"corn",4,2
16,1,6,2017-04-23,"MI","CORN",1,38,7.34559340305682,0.799223689636791,2,6.66666666666667,"corn",4,2
17,2,8,2017-04-30,"MI","CORN",5,38,10.5232212968594,0.74645520141443,4,13.3333333333333,"corn",4,2
18,4,12,2017-05-07,"MI","CORN",10,38,14.4284554771756,0.473510072444361,8,26.6666666666667,"corn",4,2
19,5,17,2017-05-14,"MI","CORN",30,38,18.791778262698,0.0228896677694348,13,43.3333333333333,"corn",4,2
20,10,27,2017-05-21,"MI","CORN",67,38,23.1771774094317,-0.437051645942502,23,76.6666666666667,"corn",4,2
21,2,29,2017-05-28,"MI","CORN",82,38,27.1399737807622,-0.730670691286445,25,83.3333333333333,"corn",4,2
22,2,31,2017-06-04,"MI","CORN",91,38,30.3911409497052,-0.802217539871393,27,90,"corn",4,2
23,2,33,2017-06-11,"MI","CORN",96,38,32.8535687977287,-0.713360032977173,29,96.6666666666667,"corn",4,2
24,1,34,NA,"MI",NA,NA,38,34.6080329935045,-0.558001149388535,30,100,"corn",4,2
12,0,4,NA,"MI",NA,NA,38,1.34604372198937,0.265265307379793,0,0,"corn",4,3
13,1,5,NA,"MI",NA,NA,38,2.10669046293551,0.389033819323632,1,3.2258064516129,"corn",4,3
14,0,5,2017-04-09,"MI","CORN",0,38,3.25895949099439,0.542767211467024,1,3.2258064516129,"corn",4,3
15,0,5,2017-04-16,"MI","CORN",0,38,4.95447570302293,0.700336382828269,1,3.2258064516129,"corn",4,3
16,1,6,2017-04-23,"MI","CORN",1,38,7.34559340305682,0.799223689636791,2,6.45161290322581,"corn",4,3
17,2,8,2017-04-30,"MI","CORN",5,38,10.5232212968594,0.74645520141443,4,12.9032258064516,"corn",4,3
18,4,12,2017-05-07,"MI","CORN",10,38,14.4284554771756,0.473510072444361,8,25.8064516129032,"corn",4,3
19,5,17,2017-05-14,"MI","CORN",30,38,18.791778262698,0.0228896677694348,13,41.9354838709677,"corn",4,3
20,10,27,2017-05-21,"MI","CORN",67,38,23.1771774094317,-0.437051645942502,23,74.1935483870968,"corn",4,3
21,2,29,2017-05-28,"MI","CORN",82,38,27.1399737807622,-0.730670691286445,25,80.6451612903226,"corn",4,3
22,2,31,2017-06-04,"MI","CORN",91,38,30.3911409497052,-0.802217539871393,27,87.0967741935484,"corn",4,3
23,2,33,2017-06-11,"MI","CORN",96,38,32.8535687977287,-0.713360032977173,29,93.5483870967742,"corn",4,3
24,1,34,NA,"MI",NA,NA,38,34.6080329935045,-0.558001149388535,30,96.7741935483871,"corn",4,3
25,1,35,NA,"MI",NA,NA,38,35.8043572918689,-0.402325762155184,31,100,"corn",4,3
12,0,4,NA,"MI",NA,NA,38,1.34604372198937,0.265265307379793,0,0,"corn",4,4
13,1,5,NA,"MI",NA,NA,38,2.10669046293551,0.389033819323632,1,3.2258064516129,"corn",4,4
14,0,5,2017-04-09,"MI","CORN",0,38,3.25895949099439,0.542767211467024,1,3.2258064516129,"corn",4,4
15,0,5,2017-04-16,"MI","CORN",0,38,4.95447570302293,0.700336382828269,1,3.2258064516129,"corn",4,4
16,1,6,2017-04-23,"MI","CORN",1,38,7.34559340305682,0.799223689636791,2,6.45161290322581,"corn",4,4
17,2,8,2017-04-30,"MI","CORN",5,38,10.5232212968594,0.74645520141443,4,12.9032258064516,"corn",4,4
18,4,12,2017-05-07,"MI","CORN",10,38,14.4284554771756,0.473510072444361,8,25.8064516129032,"corn",4,4
19,5,17,2017-05-14,"MI","CORN",30,38,18.791778262698,0.0228896677694348,13,41.9354838709677,"corn",4,4
20,10,27,2017-05-21,"MI","CORN",67,38,23.1771774094317,-0.437051645942502,23,74.1935483870968,"corn",4,4
21,2,29,2017-05-28,"MI","CORN",82,38,27.1399737807622,-0.730670691286445,25,80.6451612903226,"corn",4,4
22,2,31,2017-06-04,"MI","CORN",91,38,30.3911409497052,-0.802217539871393,27,87.0967741935484,"corn",4,4
23,2,33,2017-06-11,"MI","CORN",96,38,32.8535687977287,-0.713360032977173,29,93.5483870967742,"corn",4,4
24,1,34,NA,"MI",NA,NA,38,34.6080329935045,-0.558001149388535,30,96.7741935483871,"corn",4,4
25,1,35,NA,"MI",NA,NA,38,35.8043572918689,-0.402325762155184,31,100,"corn",4,4
26,0,35,NA,"MI",NA,NA,38,36.595864925825,-0.275365740632627,31,100,"corn",4,4
12,0,4,NA,"MI",NA,NA,38,1.34604372198937,0.265265307379793,0,0,"corn",4,5
13,1,5,NA,"MI",NA,NA,38,2.10669046293551,0.389033819323632,1,3.125,"corn",4,5
14,0,5,2017-04-09,"MI","CORN",0,38,3.25895949099439,0.542767211467024,1,3.125,"corn",4,5
15,0,5,2017-04-16,"MI","CORN",0,38,4.95447570302293,0.700336382828269,1,3.125,"corn",4,5
16,1,6,2017-04-23,"MI","CORN",1,38,7.34559340305682,0.799223689636791,2,6.25,"corn",4,5
17,2,8,2017-04-30,"MI","CORN",5,38,10.5232212968594,0.74645520141443,4,12.5,"corn",4,5
18,4,12,2017-05-07,"MI","CORN",10,38,14.4284554771756,0.473510072444361,8,25,"corn",4,5
19,5,17,2017-05-14,"MI","CORN",30,38,18.791778262698,0.0228896677694348,13,40.625,"corn",4,5
20,10,27,2017-05-21,"MI","CORN",67,38,23.1771774094317,-0.437051645942502,23,71.875,"corn",4,5
21,2,29,2017-05-28,"MI","CORN",82,38,27.1399737807622,-0.730670691286445,25,78.125,"corn",4,5
22,2,31,2017-06-04,"MI","CORN",91,38,30.3911409497052,-0.802217539871393,27,84.375,"corn",4,5
23,2,33,2017-06-11,"MI","CORN",96,38,32.8535687977287,-0.713360032977173,29,90.625,"corn",4,5
24,1,34,NA,"MI",NA,NA,38,34.6080329935045,-0.558001149388535,30,93.75,"corn",4,5
25,1,35,NA,"MI",NA,NA,38,35.8043572918689,-0.402325762155184,31,96.875,"corn",4,5
26,0,35,NA,"MI",NA,NA,38,36.595864925825,-0.275365740632627,31,96.875,"corn",4,5
27,1,36,NA,"MI",NA,NA,38,37.1091412287498,-0.182324908328107,32,100,"corn",4,5
11,0,4,NA,"MI",NA,NA,38,0.853507239529812,0.175216946723185,0,0,"corn",5,0
12,0,4,NA,"MI",NA,NA,38,1.34604372198937,0.265265307379793,0,0,"corn",5,0
13,1,5,NA,"MI",NA,NA,38,2.10669046293551,0.389033819323632,1,3.7037037037037,"corn",5,0
14,0,5,2017-04-09,"MI","CORN",0,38,3.25895949099439,0.542767211467024,1,3.7037037037037,"corn",5,0
15,0,5,2017-04-16,"MI","CORN",0,38,4.95447570302293,0.700336382828269,1,3.7037037037037,"corn",5,0
16,1,6,2017-04-23,"MI","CORN",1,38,7.34559340305682,0.799223689636791,2,7.40740740740741,"corn",5,0
17,2,8,2017-04-30,"MI","CORN",5,38,10.5232212968594,0.74645520141443,4,14.8148148148148,"corn",5,0
18,4,12,2017-05-07,"MI","CORN",10,38,14.4284554771756,0.473510072444361,8,29.6296296296296,"corn",5,0
19,5,17,2017-05-14,"MI","CORN",30,38,18.791778262698,0.0228896677694348,13,48.1481481481481,"corn",5,0
20,10,27,2017-05-21,"MI","CORN",67,38,23.1771774094317,-0.437051645942502,23,85.1851851851852,"corn",5,0
21,2,29,2017-05-28,"MI","CORN",82,38,27.1399737807622,-0.730670691286445,25,92.5925925925926,"corn",5,0
22,2,31,2017-06-04,"MI","CORN",91,38,30.3911409497052,-0.802217539871393,27,100,"corn",5,0
11,0,4,NA,"MI",NA,NA,38,0.853507239529812,0.175216946723185,0,0,"corn",5,1
12,0,4,NA,"MI",NA,NA,38,1.34604372198937,0.265265307379793,0,0,"corn",5,1
13,1,5,NA,"MI",NA,NA,38,2.10669046293551,0.389033819323632,1,3.44827586206897,"corn",5,1
14,0,5,2017-04-09,"MI","CORN",0,38,3.25895949099439,0.542767211467024,1,3.44827586206897,"corn",5,1
15,0,5,2017-04-16,"MI","CORN",0,38,4.95447570302293,0.700336382828269,1,3.44827586206897,"corn",5,1
16,1,6,2017-04-23,"MI","CORN",1,38,7.34559340305682,0.799223689636791,2,6.89655172413793,"corn",5,1
17,2,8,2017-04-30,"MI","CORN",5,38,10.5232212968594,0.74645520141443,4,13.7931034482759,"corn",5,1
18,4,12,2017-05-07,"MI","CORN",10,38,14.4284554771756,0.473510072444361,8,27.5862068965517,"corn",5,1
19,5,17,2017-05-14,"MI","CORN",30,38,18.791778262698,0.0228896677694348,13,44.8275862068966,"corn",5,1
20,10,27,2017-05-21,"MI","CORN",67,38,23.1771774094317,-0.437051645942502,23,79.3103448275862,"corn",5,1
21,2,29,2017-05-28,"MI","CORN",82,38,27.1399737807622,-0.730670691286445,25,86.2068965517241,"corn",5,1
22,2,31,2017-06-04,"MI","CORN",91,38,30.3911409497052,-0.802217539871393,27,93.1034482758621,"corn",5,1
23,2,33,2017-06-11,"MI","CORN",96,38,32.8535687977287,-0.713360032977173,29,100,"corn",5,1
11,0,4,NA,"MI",NA,NA,38,0.853507239529812,0.175216946723185,0,0,"corn",5,2
12,0,4,NA,"MI",NA,NA,38,1.34604372198937,0.265265307379793,0,0,"corn",5,2
13,1,5,NA,"MI",NA,NA,38,2.10669046293551,0.389033819323632,1,3.33333333333333,"corn",5,2
14,0,5,2017-04-09,"MI","CORN",0,38,3.25895949099439,0.542767211467024,1,3.33333333333333,"corn",5,2
15,0,5,2017-04-16,"MI","CORN",0,38,4.95447570302293,0.700336382828269,1,3.33333333333333,"corn",5,2
16,1,6,2017-04-23,"MI","CORN",1,38,7.34559340305682,0.799223689636791,2,6.66666666666667,"corn",5,2
17,2,8,2017-04-30,"MI","CORN",5,38,10.5232212968594,0.74645520141443,4,13.3333333333333,"corn",5,2
18,4,12,2017-05-07,"MI","CORN",10,38,14.4284554771756,0.473510072444361,8,26.6666666666667,"corn",5,2
19,5,17,2017-05-14,"MI","CORN",30,38,18.791778262698,0.0228896677694348,13,43.3333333333333,"corn",5,2
20,10,27,2017-05-21,"MI","CORN",67,38,23.1771774094317,-0.437051645942502,23,76.6666666666667,"corn",5,2
21,2,29,2017-05-28,"MI","CORN",82,38,27.1399737807622,-0.730670691286445,25,83.3333333333333,"corn",5,2
22,2,31,2017-06-04,"MI","CORN",91,38,30.3911409497052,-0.802217539871393,27,90,"corn",5,2
23,2,33,2017-06-11,"MI","CORN",96,38,32.8535687977287,-0.713360032977173,29,96.6666666666667,"corn",5,2
24,1,34,NA,"MI",NA,NA,38,34.6080329935045,-0.558001149388535,30,100,"corn",5,2
11,0,4,NA,"MI",NA,NA,38,0.853507239529812,0.175216946723185,0,0,"corn",5,3
12,0,4,NA,"MI",NA,NA,38,1.34604372198937,0.265265307379793,0,0,"corn",5,3
13,1,5,NA,"MI",NA,NA,38,2.10669046293551,0.389033819323632,1,3.2258064516129,"corn",5,3
14,0,5,2017-04-09,"MI","CORN",0,38,3.25895949099439,0.542767211467024,1,3.2258064516129,"corn",5,3
15,0,5,2017-04-16,"MI","CORN",0,38,4.95447570302293,0.700336382828269,1,3.2258064516129,"corn",5,3
16,1,6,2017-04-23,"MI","CORN",1,38,7.34559340305682,0.799223689636791,2,6.45161290322581,"corn",5,3
17,2,8,2017-04-30,"MI","CORN",5,38,10.5232212968594,0.74645520141443,4,12.9032258064516,"corn",5,3
18,4,12,2017-05-07,"MI","CORN",10,38,14.4284554771756,0.473510072444361,8,25.8064516129032,"corn",5,3
19,5,17,2017-05-14,"MI","CORN",30,38,18.791778262698,0.0228896677694348,13,41.9354838709677,"corn",5,3
20,10,27,2017-05-21,"MI","CORN",67,38,23.1771774094317,-0.437051645942502,23,74.1935483870968,"corn",5,3
21,2,29,2017-05-28,"MI","CORN",82,38,27.1399737807622,-0.730670691286445,25,80.6451612903226,"corn",5,3
22,2,31,2017-06-04,"MI","CORN",91,38,30.3911409497052,-0.802217539871393,27,87.0967741935484,"corn",5,3
23,2,33,2017-06-11,"MI","CORN",96,38,32.8535687977287,-0.713360032977173,29,93.5483870967742,"corn",5,3
24,1,34,NA,"MI",NA,NA,38,34.6080329935045,-0.558001149388535,30,96.7741935483871,"corn",5,3
25,1,35,NA,"MI",NA,NA,38,35.8043572918689,-0.402325762155184,31,100,"corn",5,3
11,0,4,NA,"MI",NA,NA,38,0.853507239529812,0.175216946723185,0,0,"corn",5,4
12,0,4,NA,"MI",NA,NA,38,1.34604372198937,0.265265307379793,0,0,"corn",5,4
13,1,5,NA,"MI",NA,NA,38,2.10669046293551,0.389033819323632,1,3.2258064516129,"corn",5,4
14,0,5,2017-04-09,"MI","CORN",0,38,3.25895949099439,0.542767211467024,1,3.2258064516129,"corn",5,4
