"week","tweets","tweets.cum","date","state.abb","Commodity","progress.NASS","tweets.tot","tweets.fit","fit.deriv2","tweets.cum.sub","progress.twitter","crop","wk.buffer.start","wk.buffer.end"
15,0,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,0,0,"corn",0,0
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,20,16.1290322580645,"corn",0,0
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,45,36.2903225806452,"corn",0,0
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,65,52.4193548387097,"corn",0,0
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,104,83.8709677419355,"corn",0,0
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,124,100,"corn",0,0
15,0,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,0,0,"corn",0,1
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,20,14.5985401459854,"corn",0,1
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,45,32.8467153284672,"corn",0,1
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,65,47.4452554744526,"corn",0,1
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,104,75.9124087591241,"corn",0,1
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,124,90.5109489051095,"corn",0,1
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,137,100,"corn",0,1
15,0,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,0,0,"corn",0,2
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,20,14.0845070422535,"corn",0,2
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,45,31.6901408450704,"corn",0,2
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,65,45.7746478873239,"corn",0,2
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,104,73.2394366197183,"corn",0,2
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,124,87.3239436619718,"corn",0,2
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,137,96.4788732394366,"corn",0,2
22,5,179,2017-06-04,"IA","CORN",98,204,183.333741790079,-3.91406407254319,142,100,"corn",0,2
15,0,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,0,0,"corn",0,3
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,20,13.2450331125828,"corn",0,3
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,45,29.8013245033113,"corn",0,3
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,65,43.046357615894,"corn",0,3
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,104,68.8741721854305,"corn",0,3
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,124,82.1192052980132,"corn",0,3
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,137,90.728476821192,"corn",0,3
22,5,179,2017-06-04,"IA","CORN",98,204,183.333741790079,-3.91406407254319,142,94.0397350993377,"corn",0,3
23,9,188,NA,"IA",NA,NA,204,191.116054000561,-2.78711531800824,151,100,"corn",0,3
15,0,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,0,0,"corn",0,4
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,20,12.987012987013,"corn",0,4
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,45,29.2207792207792,"corn",0,4
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,65,42.2077922077922,"corn",0,4
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,104,67.5324675324675,"corn",0,4
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,124,80.5194805194805,"corn",0,4
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,137,88.961038961039,"corn",0,4
22,5,179,2017-06-04,"IA","CORN",98,204,183.333741790079,-3.91406407254319,142,92.2077922077922,"corn",0,4
23,9,188,NA,"IA",NA,NA,204,191.116054000561,-2.78711531800824,151,98.051948051948,"corn",0,4
24,3,191,NA,"IA",NA,NA,204,196.094148762887,-1.85280116512459,154,100,"corn",0,4
15,0,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,0,0,"corn",0,5
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,20,12.5786163522013,"corn",0,5
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,45,28.3018867924528,"corn",0,5
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,65,40.8805031446541,"corn",0,5
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,104,65.4088050314465,"corn",0,5
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,124,77.9874213836478,"corn",0,5
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,137,86.1635220125786,"corn",0,5
22,5,179,2017-06-04,"IA","CORN",98,204,183.333741790079,-3.91406407254319,142,89.3081761006289,"corn",0,5
23,9,188,NA,"IA",NA,NA,204,191.116054000561,-2.78711531800824,151,94.9685534591195,"corn",0,5
24,3,191,NA,"IA",NA,NA,204,196.094148762887,-1.85280116512459,154,96.8553459119497,"corn",0,5
25,5,196,NA,"IA",NA,NA,204,199.197145924335,-1.18110617576404,159,100,"corn",0,5
14,0,26,2017-04-09,"IA","CORN",0,204,25.8585282739216,4.45495201876846,0,0,"corn",1,0
15,11,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,11,8.14814814814815,"corn",1,0
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,31,22.962962962963,"corn",1,0
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,56,41.4814814814815,"corn",1,0
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,76,56.2962962962963,"corn",1,0
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,115,85.1851851851852,"corn",1,0
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,135,100,"corn",1,0
14,0,26,2017-04-09,"IA","CORN",0,204,25.8585282739216,4.45495201876846,0,0,"corn",1,1
15,11,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,11,7.43243243243243,"corn",1,1
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,31,20.9459459459459,"corn",1,1
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,56,37.8378378378378,"corn",1,1
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,76,51.3513513513514,"corn",1,1
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,115,77.7027027027027,"corn",1,1
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,135,91.2162162162162,"corn",1,1
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,148,100,"corn",1,1
14,0,26,2017-04-09,"IA","CORN",0,204,25.8585282739216,4.45495201876846,0,0,"corn",1,2
15,11,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,11,7.18954248366013,"corn",1,2
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,31,20.2614379084967,"corn",1,2
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,56,36.6013071895425,"corn",1,2
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,76,49.6732026143791,"corn",1,2
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,115,75.1633986928105,"corn",1,2
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,135,88.2352941176471,"corn",1,2
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,148,96.7320261437908,"corn",1,2
22,5,179,2017-06-04,"IA","CORN",98,204,183.333741790079,-3.91406407254319,153,100,"corn",1,2
14,0,26,2017-04-09,"IA","CORN",0,204,25.8585282739216,4.45495201876846,0,0,"corn",1,3
15,11,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,11,6.79012345679012,"corn",1,3
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,31,19.1358024691358,"corn",1,3
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,56,34.5679012345679,"corn",1,3
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,76,46.9135802469136,"corn",1,3
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,115,70.9876543209877,"corn",1,3
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,135,83.3333333333333,"corn",1,3
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,148,91.358024691358,"corn",1,3
22,5,179,2017-06-04,"IA","CORN",98,204,183.333741790079,-3.91406407254319,153,94.4444444444444,"corn",1,3
23,9,188,NA,"IA",NA,NA,204,191.116054000561,-2.78711531800824,162,100,"corn",1,3
14,0,26,2017-04-09,"IA","CORN",0,204,25.8585282739216,4.45495201876846,0,0,"corn",1,4
15,11,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,11,6.66666666666667,"corn",1,4
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,31,18.7878787878788,"corn",1,4
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,56,33.9393939393939,"corn",1,4
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,76,46.0606060606061,"corn",1,4
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,115,69.6969696969697,"corn",1,4
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,135,81.8181818181818,"corn",1,4
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,148,89.6969696969697,"corn",1,4
22,5,179,2017-06-04,"IA","CORN",98,204,183.333741790079,-3.91406407254319,153,92.7272727272727,"corn",1,4
23,9,188,NA,"IA",NA,NA,204,191.116054000561,-2.78711531800824,162,98.1818181818182,"corn",1,4
24,3,191,NA,"IA",NA,NA,204,196.094148762887,-1.85280116512459,165,100,"corn",1,4
14,0,26,2017-04-09,"IA","CORN",0,204,25.8585282739216,4.45495201876846,0,0,"corn",1,5
15,11,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,11,6.47058823529412,"corn",1,5
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,31,18.2352941176471,"corn",1,5
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,56,32.9411764705882,"corn",1,5
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,76,44.7058823529412,"corn",1,5
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,115,67.6470588235294,"corn",1,5
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,135,79.4117647058823,"corn",1,5
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,148,87.0588235294118,"corn",1,5
22,5,179,2017-06-04,"IA","CORN",98,204,183.333741790079,-3.91406407254319,153,90,"corn",1,5
23,9,188,NA,"IA",NA,NA,204,191.116054000561,-2.78711531800824,162,95.2941176470588,"corn",1,5
24,3,191,NA,"IA",NA,NA,204,196.094148762887,-1.85280116512459,165,97.0588235294118,"corn",1,5
25,5,196,NA,"IA",NA,NA,204,199.197145924335,-1.18110617576404,170,100,"corn",1,5
13,0,20,NA,"IA",NA,NA,204,16.2947418076151,3.3295405932179,0,0,"corn",2,0
14,6,26,2017-04-09,"IA","CORN",0,204,25.8585282739216,4.45495201876846,6,4.25531914893617,"corn",2,0
15,11,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,17,12.0567375886525,"corn",2,0
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,37,26.241134751773,"corn",2,0
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,62,43.9716312056738,"corn",2,0
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,82,58.1560283687943,"corn",2,0
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,121,85.8156028368794,"corn",2,0
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,141,100,"corn",2,0
13,0,20,NA,"IA",NA,NA,204,16.2947418076151,3.3295405932179,0,0,"corn",2,1
14,6,26,2017-04-09,"IA","CORN",0,204,25.8585282739216,4.45495201876846,6,3.8961038961039,"corn",2,1
15,11,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,17,11.038961038961,"corn",2,1
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,37,24.025974025974,"corn",2,1
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,62,40.2597402597403,"corn",2,1
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,82,53.2467532467532,"corn",2,1
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,121,78.5714285714286,"corn",2,1
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,141,91.5584415584416,"corn",2,1
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,154,100,"corn",2,1
13,0,20,NA,"IA",NA,NA,204,16.2947418076151,3.3295405932179,0,0,"corn",2,2
14,6,26,2017-04-09,"IA","CORN",0,204,25.8585282739216,4.45495201876846,6,3.77358490566038,"corn",2,2
15,11,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,17,10.6918238993711,"corn",2,2
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,37,23.2704402515723,"corn",2,2
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,62,38.9937106918239,"corn",2,2
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,82,51.5723270440252,"corn",2,2
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,121,76.1006289308176,"corn",2,2
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,141,88.6792452830189,"corn",2,2
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,154,96.8553459119497,"corn",2,2
22,5,179,2017-06-04,"IA","CORN",98,204,183.333741790079,-3.91406407254319,159,100,"corn",2,2
13,0,20,NA,"IA",NA,NA,204,16.2947418076151,3.3295405932179,0,0,"corn",2,3
14,6,26,2017-04-09,"IA","CORN",0,204,25.8585282739216,4.45495201876846,6,3.57142857142857,"corn",2,3
15,11,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,17,10.1190476190476,"corn",2,3
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,37,22.0238095238095,"corn",2,3
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,62,36.9047619047619,"corn",2,3
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,82,48.8095238095238,"corn",2,3
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,121,72.0238095238095,"corn",2,3
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,141,83.9285714285714,"corn",2,3
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,154,91.6666666666667,"corn",2,3
22,5,179,2017-06-04,"IA","CORN",98,204,183.333741790079,-3.91406407254319,159,94.6428571428571,"corn",2,3
23,9,188,NA,"IA",NA,NA,204,191.116054000561,-2.78711531800824,168,100,"corn",2,3
13,0,20,NA,"IA",NA,NA,204,16.2947418076151,3.3295405932179,0,0,"corn",2,4
14,6,26,2017-04-09,"IA","CORN",0,204,25.8585282739216,4.45495201876846,6,3.50877192982456,"corn",2,4
15,11,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,17,9.94152046783626,"corn",2,4
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,37,21.6374269005848,"corn",2,4
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,62,36.2573099415205,"corn",2,4
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,82,47.953216374269,"corn",2,4
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,121,70.7602339181286,"corn",2,4
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,141,82.4561403508772,"corn",2,4
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,154,90.0584795321637,"corn",2,4
22,5,179,2017-06-04,"IA","CORN",98,204,183.333741790079,-3.91406407254319,159,92.9824561403509,"corn",2,4
23,9,188,NA,"IA",NA,NA,204,191.116054000561,-2.78711531800824,168,98.2456140350877,"corn",2,4
24,3,191,NA,"IA",NA,NA,204,196.094148762887,-1.85280116512459,171,100,"corn",2,4
13,0,20,NA,"IA",NA,NA,204,16.2947418076151,3.3295405932179,0,0,"corn",2,5
14,6,26,2017-04-09,"IA","CORN",0,204,25.8585282739216,4.45495201876846,6,3.40909090909091,"corn",2,5
15,11,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,17,9.65909090909091,"corn",2,5
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,37,21.0227272727273,"corn",2,5
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,62,35.2272727272727,"corn",2,5
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,82,46.5909090909091,"corn",2,5
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,121,68.75,"corn",2,5
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,141,80.1136363636364,"corn",2,5
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,154,87.5,"corn",2,5
22,5,179,2017-06-04,"IA","CORN",98,204,183.333741790079,-3.91406407254319,159,90.3409090909091,"corn",2,5
23,9,188,NA,"IA",NA,NA,204,191.116054000561,-2.78711531800824,168,95.4545454545455,"corn",2,5
24,3,191,NA,"IA",NA,NA,204,196.094148762887,-1.85280116512459,171,97.1590909090909,"corn",2,5
25,5,196,NA,"IA",NA,NA,204,199.197145924335,-1.18110617576404,176,100,"corn",2,5
12,0,11,NA,"IA",NA,NA,204,10.0682113761947,2.27992185630348,0,0,"corn",3,0
13,9,20,NA,"IA",NA,NA,204,16.2947418076151,3.3295405932179,9,6,"corn",3,0
14,6,26,2017-04-09,"IA","CORN",0,204,25.8585282739216,4.45495201876846,15,10,"corn",3,0
15,11,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,26,17.3333333333333,"corn",3,0
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,46,30.6666666666667,"corn",3,0
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,71,47.3333333333333,"corn",3,0
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,91,60.6666666666667,"corn",3,0
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,130,86.6666666666667,"corn",3,0
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,150,100,"corn",3,0
12,0,11,NA,"IA",NA,NA,204,10.0682113761947,2.27992185630348,0,0,"corn",3,1
13,9,20,NA,"IA",NA,NA,204,16.2947418076151,3.3295405932179,9,5.52147239263804,"corn",3,1
14,6,26,2017-04-09,"IA","CORN",0,204,25.8585282739216,4.45495201876846,15,9.20245398773006,"corn",3,1
15,11,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,26,15.9509202453988,"corn",3,1
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,46,28.2208588957055,"corn",3,1
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,71,43.558282208589,"corn",3,1
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,91,55.8282208588957,"corn",3,1
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,130,79.7546012269939,"corn",3,1
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,150,92.0245398773006,"corn",3,1
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,163,100,"corn",3,1
12,0,11,NA,"IA",NA,NA,204,10.0682113761947,2.27992185630348,0,0,"corn",3,2
13,9,20,NA,"IA",NA,NA,204,16.2947418076151,3.3295405932179,9,5.35714285714286,"corn",3,2
14,6,26,2017-04-09,"IA","CORN",0,204,25.8585282739216,4.45495201876846,15,8.92857142857143,"corn",3,2
15,11,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,26,15.4761904761905,"corn",3,2
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,46,27.3809523809524,"corn",3,2
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,71,42.2619047619048,"corn",3,2
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,91,54.1666666666667,"corn",3,2
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,130,77.3809523809524,"corn",3,2
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,150,89.2857142857143,"corn",3,2
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,163,97.0238095238095,"corn",3,2
22,5,179,2017-06-04,"IA","CORN",98,204,183.333741790079,-3.91406407254319,168,100,"corn",3,2
12,0,11,NA,"IA",NA,NA,204,10.0682113761947,2.27992185630348,0,0,"corn",3,3
13,9,20,NA,"IA",NA,NA,204,16.2947418076151,3.3295405932179,9,5.08474576271186,"corn",3,3
14,6,26,2017-04-09,"IA","CORN",0,204,25.8585282739216,4.45495201876846,15,8.47457627118644,"corn",3,3
15,11,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,26,14.6892655367232,"corn",3,3
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,46,25.9887005649718,"corn",3,3
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,71,40.1129943502825,"corn",3,3
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,91,51.4124293785311,"corn",3,3
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,130,73.4463276836158,"corn",3,3
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,150,84.7457627118644,"corn",3,3
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,163,92.090395480226,"corn",3,3
22,5,179,2017-06-04,"IA","CORN",98,204,183.333741790079,-3.91406407254319,168,94.9152542372881,"corn",3,3
23,9,188,NA,"IA",NA,NA,204,191.116054000561,-2.78711531800824,177,100,"corn",3,3
12,0,11,NA,"IA",NA,NA,204,10.0682113761947,2.27992185630348,0,0,"corn",3,4
13,9,20,NA,"IA",NA,NA,204,16.2947418076151,3.3295405932179,9,5,"corn",3,4
14,6,26,2017-04-09,"IA","CORN",0,204,25.8585282739216,4.45495201876846,15,8.33333333333333,"corn",3,4
15,11,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,26,14.4444444444444,"corn",3,4
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,46,25.5555555555556,"corn",3,4
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,71,39.4444444444444,"corn",3,4
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,91,50.5555555555556,"corn",3,4
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,130,72.2222222222222,"corn",3,4
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,150,83.3333333333333,"corn",3,4
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,163,90.5555555555556,"corn",3,4
22,5,179,2017-06-04,"IA","CORN",98,204,183.333741790079,-3.91406407254319,168,93.3333333333333,"corn",3,4
23,9,188,NA,"IA",NA,NA,204,191.116054000561,-2.78711531800824,177,98.3333333333333,"corn",3,4
24,3,191,NA,"IA",NA,NA,204,196.094148762887,-1.85280116512459,180,100,"corn",3,4
12,0,11,NA,"IA",NA,NA,204,10.0682113761947,2.27992185630348,0,0,"corn",3,5
13,9,20,NA,"IA",NA,NA,204,16.2947418076151,3.3295405932179,9,4.86486486486486,"corn",3,5
14,6,26,2017-04-09,"IA","CORN",0,204,25.8585282739216,4.45495201876846,15,8.10810810810811,"corn",3,5
15,11,37,2017-04-16,"IA","CORN",2,204,39.8440236402225,5.16363700975046,26,14.0540540540541,"corn",3,5
16,20,57,2017-04-23,"IA","CORN",8,204,58.8928938139791,4.67900349595717,46,24.8648648648649,"corn",3,5
17,25,82,2017-04-30,"IA","CORN",28,204,82.4733304444275,2.48580026587919,71,38.3783783783784,"corn",3,5
18,20,102,2017-05-07,"IA","CORN",52,204,108.439566242927,-0.847569701995078,91,49.1891891891892,"corn",3,5
19,39,141,2017-05-14,"IA","CORN",85,204,133.594010630006,-3.77445522705921,130,70.2702702702703,"corn",3,5
20,20,161,2017-05-21,"IA","CORN",92,204,155.112169325918,-5.115564947484,150,81.0810810810811,"corn",3,5
21,13,174,2017-05-28,"IA","CORN",97,204,171.646446431026,-4.91256932462788,163,88.1081081081081,"corn",3,5
22,5,179,2017-06-04,"IA","CORN",98,204,183.333741790079,-3.91406407254319,168,90.8108108108108,"corn",3,5
23,9,188,NA,"IA",NA,NA,204,191.116054000561,-2.78711531800824,177,95.6756756756757,"corn",3,5
24,3,191,NA,"IA",NA,NA,204,196.094148762887,-1.85280116512459,180,97.2972972972973,"corn",3,5
25,5,196,NA,"IA",NA,NA,204,199.197145924335,-1.18110617576404,185,100,"corn",3,5
11,0,7,NA,"IA",NA,NA,204,6.14308921896186,1.47983876590911,0,0,"corn",4,0
12,4,11,NA,"IA",NA,NA,204,10.0682113761947,2.27992185630348,4,2.5974025974026,"corn",4,0
13,9,20,NA,"IA",NA,NA,204,16.2947418076151,3.3295405932179,13,8.44155844155844,"corn",4,0
14,6,26,2017-04-09,"IA","CORN",0,204,25.8585282739216,4.45495201876846,19,12.3376623376623,"corn",4,0
